scenario,signal,seed,auc,spearman,det_lag,miss_rate,regime_gap
nonlinear_map_switch,mi_knn,4,0.8528112936002692,0.6107131487881067,45.0,0.0,0.33002413667769515
nonlinear_map_switch,ks_shift,4,0.5117993893421533,0.020482199041245357,,1.0,0.00029426395196945065
arch_switch,ewacf_mean,0,,,71.0,0.0,-0.0013771776099906763
arch_switch,ewacf_max,0,,,57.5,0.42857142857142855,0.0031023981295543734
arch_switch,mi_knn,0,,,4.0,0.5714285714285714,0.024516561180237817
arch_switch,ks_shift,0,,,110.0,0.2857142857142857,0.001546644844517192
arch_switch,ewacf_mean,1,,,27.5,0.14285714285714285,0.007915355504305666
arch_switch,ewacf_max,1,,,74.5,0.7142857142857143,0.012381521817675267
arch_switch,mi_knn,1,,,40.0,0.2857142857142857,0.05673909841098035
arch_switch,ks_shift,1,,,30.0,0.5714285714285714,0.006441630301474585
arch_switch,ewacf_mean,2,,,30.0,0.2857142857142857,0.009791193982820356
arch_switch,ewacf_max,2,,,52.0,0.14285714285714285,0.01832306352445523
arch_switch,mi_knn,2,,,0.0,0.8571428571428571,0.025549021425526952
arch_switch,ks_shift,2,,,48.0,0.7142857142857143,-0.010447850740808465
arch_switch,ewacf_mean,3,,,17.0,0.2857142857142857,0.0041573622294781565
arch_switch,ewacf_max,3,,,19.0,0.5714285714285714,0.0061469617415331745
arch_switch,mi_knn,3,,,90.5,0.7142857142857143,-0.008374143216129948
arch_switch,ks_shift,3,,,40.5,0.7142857142857143,0.005759958437977553
arch_switch,ewacf_mean,4,,,20.5,0.14285714285714285,0.004702140994446435
arch_switch,ewacf_max,4,,,41.5,0.14285714285714285,0.009201067850534761
arch_switch,mi_knn,4,,,26.0,0.7142857142857143,0.04332174999965044
arch_switch,ks_shift,4,,,34.0,0.2857142857142857,-0.013860269476857687
